request_id,user_id,system_requested,access_level,department_at_request,request_date,approval_date,provisioned_date,approver_id,approval_status,business_justification_present,provisioned_before_approval_flag,missing_approval_flag
AR00214,U0211,Oracle Financials,admin,Graduate Programs,2026-02-11,2026-02-12,2026-02-12,U0131,approved,TRUE,FALSE,FALSE
AR00215,U0470,Salesforce,standard,Procurement,2026-02-03,,,,pending,TRUE,FALSE,FALSE
AR00216,U0186,VPN,elevated,Human Resources,2026-06-02,2026-06-07,2026-06-07,U0105,approved,FALSE,FALSE,FALSE
AR00217,U0439,VPN,standard,Admissions,2026-03-20,2026-03-23,2026-03-23,U0049,approved,TRUE,FALSE,FALSE
AR00218,U0040,Workday,elevated,Admissions,2026-04-21,2026-04-26,2026-04-26,U0387,approved,TRUE,FALSE,FALSE
AR00219,U0466,ServiceNow,standard,Procurement,2026-03-19,2026-03-19,2026-03-20,U0386,approved,TRUE,FALSE,FALSE
AR00220,U0103,VPN,standard,Graduate Programs,2026-01-08,2026-01-10,2026-01-12,U0474,approved,TRUE,FALSE,FALSE
AR00221,U0181,VPN,elevated,Student Affairs,2026-06-06,2026-06-10,2026-06-11,U0066,approved,TRUE,FALSE,FALSE
AR00222,U0494,ServiceNow,standard,Graduate Programs,2026-05-18,2026-05-19,2026-05-22,U0470,approved,TRUE,FALSE,FALSE
AR00223,U0188,VPN,standard,Operations,2026-01-28,2026-01-31,2026-02-01,U0191,approved,TRUE,FALSE,FALSE
AR00224,U0209,Salesforce,elevated,Procurement,2026-03-22,2026-03-25,2026-03-27,U0084,approved,TRUE,FALSE,FALSE
AR00225,U0021,Salesforce,standard,Information Technology,2026-01-30,2026-02-01,2026-02-04,U0371,approved,TRUE,FALSE,FALSE
AR00226,U0116,Tableau,standard,Human Resources,2026-04-20,2026-04-23,2026-04-25,U0415,approved,TRUE,FALSE,FALSE
AR00227,U0092,Workday,admin,Graduate Programs,2026-05-06,2026-05-11,2026-05-11,U0271,approved,FALSE,FALSE,FALSE
AR00228,U0206,Salesforce,elevated,Graduate Programs,2026-02-13,2026-02-14,2026-02-17,U0172,approved,FALSE,FALSE,FALSE
AR00229,U0430,Tableau,elevated,Data Analytics,2026-03-13,2026-03-15,2026-03-18,U0289,approved,TRUE,FALSE,FALSE
AR00230,U0342,Tableau,admin,Operations,2026-05-11,2026-05-11,2026-05-14,U0070,approved,TRUE,FALSE,FALSE
AR00231,U0483,VPN,standard,Student Affairs,2026-01-14,2026-01-15,2026-01-17,U0011,approved,TRUE,FALSE,FALSE
AR00232,U0079,ServiceNow,standard,Finance,2026-01-25,2026-01-28,2026-01-29,U0272,approved,TRUE,FALSE,FALSE
AR00233,U0151,AWS Console,standard,Student Affairs,2026-03-08,2026-03-12,2026-03-11,U0277,approved,TRUE,TRUE,FALSE
AR00234,U0221,Salesforce,standard,Graduate Programs,2026-03-22,2026-03-22,2026-03-24,U0021,approved,TRUE,FALSE,FALSE
AR00235,U0453,VPN,standard,Student Affairs,2026-02-04,2026-02-04,2026-02-07,U0375,approved,TRUE,FALSE,FALSE
AR00236,U0338,AWS Console,standard,Admissions,2026-02-10,2026-02-14,2026-02-16,U0260,approved,TRUE,FALSE,FALSE
AR00237,U0393,ServiceNow,standard,Research Administration,2026-01-08,2026-01-10,2026-01-10,U0186,approved,TRUE,FALSE,FALSE
AR00238,U0321,Oracle Financials,standard,Human Resources,2026-04-20,2026-04-20,2026-04-21,U0179,approved,TRUE,FALSE,FALSE
AR00239,U0121,ServiceNow,standard,Human Resources,2026-01-17,,,,pending,TRUE,FALSE,FALSE
AR00240,U0276,Oracle Financials,standard,Operations,2026-04-19,2026-04-19,2026-04-19,U0144,approved,FALSE,FALSE,FALSE
AR00241,U0163,Tableau,standard,Human Resources,2026-03-24,2026-03-29,2026-03-31,U0066,approved,TRUE,FALSE,FALSE
AR00242,U0255,Oracle Financials,standard,Admissions,2026-03-18,2026-03-23,2026-03-23,U0260,approved,TRUE,FALSE,FALSE
AR00243,U0431,Microsoft 365,standard,Human Resources,2026-01-13,2026-01-14,2026-01-14,U0391,approved,TRUE,FALSE,FALSE
AR00244,U0368,Salesforce,standard,Information Technology,2026-03-11,2026-03-14,2026-03-14,U0242,approved,TRUE,FALSE,FALSE
AR00245,U0334,ServiceNow,standard,Operations,2026-03-18,2026-03-21,2026-03-24,U0122,approved,TRUE,FALSE,FALSE
AR00246,U0344,VPN,elevated,Finance,2026-06-10,2026-06-13,2026-06-16,U0283,approved,TRUE,FALSE,FALSE
AR00247,U0327,Tableau,admin,Information Technology,2026-06-10,2026-06-11,2026-06-13,U0234,approved,TRUE,FALSE,FALSE
AR00248,U0211,Oracle Financials,elevated,Graduate Programs,2026-01-17,2026-01-19,2026-01-21,U0144,approved,TRUE,FALSE,FALSE
AR00249,U0121,Tableau,standard,Human Resources,2026-02-08,2026-02-10,2026-02-13,U0407,approved,TRUE,FALSE,FALSE
AR00250,U0217,Workday,standard,Research Administration,2026-03-11,2026-03-13,2026-03-14,U0391,approved,TRUE,FALSE,FALSE
AR00251,U0022,AWS Console,elevated,Graduate Programs,2026-01-15,2026-01-17,2026-01-20,U0304,approved,TRUE,FALSE,FALSE
AR00252,U0344,Salesforce,standard,Finance,2026-02-05,2026-02-05,2026-02-07,U0263,approved,TRUE,FALSE,FALSE
AR00253,U0255,Salesforce,standard,Admissions,2026-02-01,2026-02-05,2026-02-06,U0409,approved,TRUE,FALSE,FALSE
AR00254,U0479,Tableau,standard,Human Resources,2026-01-28,2026-01-31,2026-01-31,U0214,approved,FALSE,FALSE,FALSE
AR00255,U0252,Oracle Financials,standard,Human Resources,2026-01-29,2026-01-30,2026-01-31,U0341,approved,TRUE,FALSE,FALSE
AR00256,U0186,AWS Console,elevated,Human Resources,2026-03-20,2026-03-20,2026-03-20,U0304,approved,FALSE,FALSE,FALSE
AR00257,U0404,Microsoft 365,standard,Admissions,2026-04-09,2026-04-14,2026-04-15,U0186,approved,FALSE,FALSE,FALSE
AR00258,U0440,AWS Console,standard,Graduate Programs,2026-04-11,,,,pending,FALSE,FALSE,FALSE
AR00259,U0480,Microsoft 365,standard,Data Analytics,2026-02-11,,,,pending,TRUE,FALSE,FALSE
AR00260,U0393,Tableau,elevated,Research Administration,2026-03-12,,,,pending,TRUE,FALSE,FALSE
AR00261,U0431,Oracle Financials,elevated,Human Resources,2026-01-26,2026-01-26,2026-01-28,U0263,approved,TRUE,FALSE,FALSE
AR00262,U0015,Workday,standard,Finance,2026-02-17,2026-02-17,2026-02-19,U0084,approved,TRUE,FALSE,FALSE
AR00263,U0161,Salesforce,standard,Graduate Programs,2026-03-05,2026-03-10,2026-03-13,U0409,approved,FALSE,FALSE,FALSE
AR00264,U0406,Oracle Financials,standard,Graduate Programs,2026-02-04,2026-02-06,2026-02-07,U0407,approved,TRUE,FALSE,FALSE
AR00265,U0189,VPN,standard,Procurement,2026-04-07,,,,denied,FALSE,FALSE,FALSE
AR00266,U0486,Workday,admin,Human Resources,2026-06-06,2026-06-09,2026-06-10,U0485,approved,FALSE,FALSE,FALSE
AR00267,U0317,Tableau,standard,Information Technology,2026-02-08,2026-02-12,2026-02-15,U0478,approved,TRUE,FALSE,FALSE
AR00268,U0396,AWS Console,elevated,Finance,2026-05-07,2026-05-09,2026-05-12,U0118,approved,TRUE,FALSE,FALSE
AR00269,U0221,Microsoft 365,standard,Graduate Programs,2026-03-14,2026-03-17,2026-03-17,U0113,approved,TRUE,FALSE,FALSE
AR00270,U0149,ServiceNow,standard,Data Analytics,2026-04-26,,,,pending,TRUE,FALSE,FALSE
AR00271,U0235,Salesforce,standard,Student Affairs,2026-02-04,,,,pending,FALSE,FALSE,FALSE
AR00272,U0109,Tableau,elevated,Human Resources,2026-06-02,2026-06-02,2026-06-03,U0039,approved,TRUE,FALSE,FALSE
AR00273,U0311,Workday,standard,Human Resources,2026-05-10,2026-05-15,2026-05-15,U0193,approved,TRUE,FALSE,FALSE
AR00274,U0298,VPN,standard,Information Technology,2026-05-09,2026-05-10,2026-05-07,U0234,approved,TRUE,TRUE,FALSE
AR00275,U0272,Tableau,standard,Student Affairs,2026-01-30,2026-02-01,2026-02-04,U0260,approved,FALSE,FALSE,FALSE
AR00276,U0145,ServiceNow,standard,Human Resources,2026-03-09,2026-03-11,2026-03-14,U0104,approved,TRUE,FALSE,FALSE
AR00277,U0392,VPN,standard,Graduate Programs,2026-04-23,2026-04-24,2026-04-22,U0132,approved,TRUE,TRUE,FALSE
AR00278,U0084,AWS Console,standard,Admissions,2026-05-07,2026-05-11,2026-05-14,U0351,approved,TRUE,FALSE,FALSE
AR00279,U0058,VPN,standard,Data Analytics,2026-01-24,2026-01-25,2026-01-27,U0409,approved,TRUE,FALSE,FALSE
AR00280,U0289,Microsoft 365,standard,Admissions,2026-01-02,2026-01-02,2026-01-05,U0206,approved,TRUE,FALSE,FALSE
AR00281,U0347,Salesforce,elevated,Data Analytics,2026-01-07,2026-01-10,2026-01-10,U0077,approved,FALSE,FALSE,FALSE
AR00282,U0079,Workday,standard,Finance,2026-05-03,2026-05-08,2026-05-07,U0298,approved,FALSE,TRUE,FALSE
AR00283,U0336,AWS Console,standard,Research Administration,2026-05-26,2026-05-31,2026-05-31,U0394,approved,TRUE,FALSE,FALSE
AR00284,U0381,Salesforce,standard,Information Technology,2026-06-04,2026-06-05,2026-06-08,U0105,approved,TRUE,FALSE,FALSE
AR00285,U0046,Workday,elevated,Operations,2026-02-11,2026-02-16,2026-02-18,U0326,approved,TRUE,FALSE,FALSE
AR00286,U0222,ServiceNow,admin,Procurement,2026-06-04,2026-06-06,2026-06-09,U0409,approved,TRUE,FALSE,FALSE
AR00287,U0199,AWS Console,standard,Research Administration,2026-06-03,2026-06-05,2026-06-08,U0394,approved,TRUE,FALSE,FALSE
AR00288,U0323,Tableau,standard,Graduate Programs,2026-05-12,2026-05-17,2026-05-18,U0131,approved,TRUE,FALSE,FALSE
AR00289,U0477,AWS Console,standard,Human Resources,2026-05-15,2026-05-18,2026-05-19,U0049,approved,TRUE,FALSE,FALSE
AR00290,U0351,ServiceNow,elevated,Human Resources,2026-05-14,2026-05-14,2026-05-14,U0278,approved,TRUE,FALSE,FALSE
AR00291,U0212,Salesforce,standard,Human Resources,2026-05-26,2026-05-26,2026-05-26,U0284,approved,TRUE,FALSE,FALSE
AR00292,U0059,AWS Console,standard,Human Resources,2026-02-16,2026-02-21,2026-02-24,U0206,approved,TRUE,FALSE,FALSE
AR00293,U0388,AWS Console,standard,Admissions,2026-03-09,2026-03-10,2026-03-10,U0394,approved,FALSE,FALSE,FALSE
AR00294,U0383,ServiceNow,elevated,Graduate Programs,2026-01-28,2026-01-28,2026-01-25,U0193,approved,TRUE,TRUE,FALSE
AR00295,U0355,Tableau,elevated,Graduate Programs,2026-06-04,2026-06-08,2026-06-11,U0402,approved,TRUE,FALSE,FALSE
AR00296,U0045,VPN,standard,Student Affairs,2026-02-18,2026-02-19,2026-02-20,U0489,approved,TRUE,FALSE,FALSE
AR00297,U0247,VPN,standard,Finance,2026-04-22,2026-04-23,2026-04-21,U0273,approved,TRUE,TRUE,FALSE
AR00298,U0076,AWS Console,standard,Data Analytics,2026-01-30,2026-02-02,2026-02-05,U0349,approved,TRUE,FALSE,FALSE
AR00299,U0011,AWS Console,standard,Operations,2026-02-21,2026-02-21,2026-02-21,U0198,approved,TRUE,FALSE,FALSE
AR00300,U0323,Tableau,admin,Graduate Programs,2026-05-07,2026-05-09,2026-05-07,U0278,approved,TRUE,TRUE,FALSE
AR00301,U0303,AWS Console,standard,Finance,2026-01-16,2026-01-20,2026-01-17,U0168,approved,TRUE,TRUE,FALSE
AR00302,U0214,AWS Console,standard,Procurement,2026-06-09,,,,pending,TRUE,FALSE,FALSE
AR00303,U0011,VPN,standard,Operations,2026-02-19,2026-02-20,2026-02-22,U0264,approved,TRUE,FALSE,FALSE
AR00304,U0472,AWS Console,standard,Finance,2026-03-17,2026-03-22,2026-03-24,U0206,approved,TRUE,FALSE,FALSE
AR00305,U0408,AWS Console,elevated,Procurement,2026-02-11,2026-02-11,2026-02-12,U0371,approved,FALSE,FALSE,FALSE
AR00306,U0081,AWS Console,standard,Finance,2026-04-17,,,,denied,TRUE,FALSE,FALSE
AR00307,U0286,Workday,admin,Research Administration,2026-04-02,,,,pending,TRUE,FALSE,FALSE
AR00308,U0458,Workday,elevated,Research Administration,2026-03-28,2026-04-01,2026-04-03,U0077,approved,TRUE,FALSE,FALSE
AR00309,U0402,Oracle Financials,elevated,Data Analytics,2026-05-23,2026-05-27,2026-05-27,U0348,approved,TRUE,FALSE,FALSE
AR00310,U0475,AWS Console,elevated,Procurement,2026-01-29,,,,denied,TRUE,FALSE,FALSE
AR00311,U0053,Workday,standard,Graduate Programs,2026-02-12,2026-02-14,2026-02-16,U0465,approved,TRUE,FALSE,FALSE
AR00312,U0363,AWS Console,elevated,Graduate Programs,2026-05-08,2026-05-10,2026-05-11,U0326,approved,FALSE,FALSE,FALSE
AR00313,U0104,AWS Console,admin,Human Resources,2026-01-02,2026-01-04,2026-01-04,U0179,approved,TRUE,FALSE,FALSE
AR00314,U0367,Tableau,standard,Data Analytics,2026-03-04,2026-03-05,2026-03-08,U0206,approved,TRUE,FALSE,FALSE
AR00315,U0210,AWS Console,admin,Graduate Programs,2026-05-13,2026-05-16,2026-05-16,U0011,approved,TRUE,FALSE,FALSE
AR00316,U0265,Salesforce,standard,Finance,2026-03-22,2026-03-22,2026-03-22,U0208,approved,TRUE,FALSE,FALSE
AR00317,U0339,VPN,admin,Finance,2026-01-15,,,,denied,FALSE,FALSE,FALSE
AR00318,U0499,ServiceNow,standard,Student Affairs,2026-05-22,,,,pending,TRUE,FALSE,FALSE
AR00319,U0177,Workday,elevated,Operations,2026-05-16,2026-05-19,2026-05-22,U0198,approved,TRUE,FALSE,FALSE
AR00320,U0455,Tableau,elevated,Human Resources,2026-03-19,2026-03-24,2026-03-25,U0192,approved,TRUE,FALSE,FALSE
AR00321,U0277,ServiceNow,standard,Information Technology,2026-05-11,2026-05-16,2026-05-16,U0375,approved,TRUE,FALSE,FALSE
AR00322,U0456,ServiceNow,standard,Information Technology,2026-03-19,2026-03-24,2026-03-22,U0073,approved,FALSE,TRUE,FALSE
AR00323,U0133,Oracle Financials,standard,Data Analytics,2026-02-01,2026-02-04,2026-02-05,U0004,approved,TRUE,FALSE,FALSE
AR00324,U0413,Microsoft 365,standard,Graduate Programs,2026-03-14,2026-03-19,2026-03-22,U0283,approved,TRUE,FALSE,FALSE
AR00325,U0267,Microsoft 365,standard,Data Analytics,2026-05-13,2026-05-16,2026-05-13,U0186,approved,TRUE,TRUE,FALSE
AR00326,U0218,Tableau,standard,Procurement,2026-01-16,2026-01-19,2026-01-16,U0130,approved,TRUE,TRUE,FALSE
AR00327,U0270,Tableau,standard,Student Affairs,2026-05-13,2026-05-16,2026-05-19,U0284,approved,TRUE,FALSE,FALSE
AR00328,U0353,AWS Console,elevated,Procurement,2026-04-17,2026-04-20,2026-04-21,U0079,approved,TRUE,FALSE,FALSE
AR00329,U0263,Salesforce,standard,Graduate Programs,2026-04-27,2026-05-01,2026-05-01,U0478,approved,TRUE,FALSE,FALSE
AR00330,U0309,Tableau,standard,Operations,2026-04-05,2026-04-05,2026-04-07,U0094,approved,TRUE,FALSE,FALSE
AR00331,U0156,ServiceNow,standard,Data Analytics,2026-02-06,2026-02-08,2026-02-09,U0038,approved,TRUE,FALSE,FALSE
AR00332,U0094,AWS Console,standard,Research Administration,2026-05-21,2026-05-24,2026-05-27,U0207,approved,TRUE,FALSE,FALSE
AR00333,U0461,Oracle Financials,elevated,Finance,2026-05-02,2026-05-03,2026-05-06,U0079,approved,TRUE,FALSE,FALSE
AR00334,U0342,AWS Console,standard,Operations,2026-03-25,2026-03-28,2026-03-31,U0312,approved,TRUE,FALSE,FALSE
AR00335,U0174,Workday,admin,Research Administration,2026-04-24,2026-04-25,2026-04-27,U0429,approved,TRUE,FALSE,FALSE
AR00336,U0064,Salesforce,standard,Human Resources,2026-06-08,2026-06-12,2026-06-15,U0479,approved,TRUE,FALSE,FALSE
AR00337,U0258,Workday,standard,Information Technology,2026-05-17,2026-05-18,2026-05-21,U0386,approved,TRUE,FALSE,FALSE
AR00338,U0044,Oracle Financials,standard,Information Technology,2026-01-12,2026-01-15,2026-01-15,U0172,approved,FALSE,FALSE,FALSE
AR00339,U0441,Oracle Financials,standard,Data Analytics,2026-01-24,2026-01-26,2026-01-28,U0104,approved,TRUE,FALSE,FALSE
AR00340,U0394,Salesforce,standard,Procurement,2026-04-15,2026-04-17,2026-04-17,U0485,approved,TRUE,FALSE,FALSE
AR00341,U0153,Tableau,standard,Student Affairs,2026-02-06,2026-02-06,2026-02-05,U0191,approved,TRUE,TRUE,FALSE
AR00342,U0386,Microsoft 365,standard,Student Affairs,2026-05-10,2026-05-12,2026-05-15,U0039,approved,TRUE,FALSE,FALSE
AR00343,U0034,AWS Console,standard,Student Affairs,2026-03-01,,,,pending,TRUE,FALSE,FALSE
AR00344,U0301,Salesforce,standard,Operations,2026-05-23,2026-05-26,2026-05-27,U0282,approved,TRUE,FALSE,FALSE
AR00345,U0401,VPN,standard,Graduate Programs,2026-02-13,2026-02-17,2026-02-17,U0207,approved,TRUE,FALSE,FALSE
AR00346,U0417,AWS Console,admin,Graduate Programs,2026-06-08,2026-06-08,2026-06-11,U0004,approved,FALSE,FALSE,FALSE
AR00347,U0129,Tableau,admin,Finance,2026-02-24,2026-02-25,2026-02-25,U0022,approved,TRUE,FALSE,FALSE
AR00348,U0203,Salesforce,elevated,Graduate Programs,2026-05-23,,,,denied,TRUE,FALSE,FALSE
AR00349,U0411,Oracle Financials,elevated,Graduate Programs,2026-03-29,2026-04-01,2026-04-03,U0350,approved,FALSE,FALSE,FALSE
AR00350,U0236,Oracle Financials,standard,Admissions,2026-02-04,2026-02-04,2026-02-05,U0242,approved,TRUE,FALSE,FALSE
AR00351,U0212,AWS Console,elevated,Human Resources,2026-05-18,2026-05-18,2026-05-21,U0332,approved,TRUE,FALSE,FALSE
AR00352,U0181,Tableau,elevated,Student Affairs,2026-04-02,2026-04-07,2026-04-07,U0402,approved,TRUE,FALSE,FALSE
AR00353,U0480,Microsoft 365,standard,Data Analytics,2026-02-26,2026-03-03,2026-03-03,U0341,approved,TRUE,FALSE,FALSE
AR00354,U0418,ServiceNow,elevated,Procurement,2026-02-26,2026-02-26,2026-02-27,U0186,approved,FALSE,FALSE,FALSE
AR00355,U0421,Tableau,standard,Graduate Programs,2026-03-13,2026-03-14,2026-03-15,U0278,approved,TRUE,FALSE,FALSE
AR00356,U0034,VPN,elevated,Student Affairs,2026-02-02,2026-02-06,2026-02-08,U0132,approved,TRUE,FALSE,FALSE
AR00357,U0348,Workday,admin,Graduate Programs,2026-05-17,2026-05-20,2026-05-18,U0458,approved,TRUE,TRUE,FALSE
AR00358,U0483,Workday,elevated,Student Affairs,2026-03-24,2026-03-24,2026-03-27,U0145,approved,FALSE,FALSE,FALSE
AR00359,U0265,Workday,elevated,Finance,2026-02-27,2026-03-02,2026-03-05,U0273,approved,FALSE,FALSE,FALSE
AR00360,U0042,Workday,admin,Data Analytics,2026-02-27,,,,denied,TRUE,FALSE,FALSE
AR00361,U0085,Oracle Financials,standard,Operations,2026-06-10,2026-06-10,2026-06-12,U0208,approved,TRUE,FALSE,FALSE
AR00362,U0431,ServiceNow,standard,Human Resources,2026-05-02,2026-05-04,2026-05-05,U0038,approved,TRUE,FALSE,FALSE
AR00363,U0484,Salesforce,elevated,Student Affairs,2026-06-08,2026-06-12,2026-06-12,U0229,approved,TRUE,FALSE,FALSE
AR00364,U0194,Oracle Financials,elevated,Data Analytics,2026-01-17,2026-01-20,2026-01-17,U0391,approved,TRUE,TRUE,FALSE
AR00365,U0347,Workday,standard,Data Analytics,2026-03-17,2026-03-20,2026-03-20,U0312,approved,TRUE,FALSE,FALSE
AR00366,U0233,Tableau,standard,Finance,2026-04-20,,,,pending,TRUE,FALSE,FALSE
AR00367,U0481,Workday,standard,Graduate Programs,2026-03-26,2026-03-30,2026-03-31,U0005,approved,TRUE,FALSE,FALSE
AR00368,U0464,VPN,standard,Data Analytics,2026-03-07,2026-03-10,2026-03-11,U0312,approved,TRUE,FALSE,FALSE
AR00369,U0409,Workday,standard,Admissions,2026-03-21,2026-03-23,2026-03-24,U0332,approved,TRUE,FALSE,FALSE
AR00370,U0076,AWS Console,standard,Data Analytics,2026-03-29,2026-04-02,2026-04-03,U0271,approved,FALSE,FALSE,FALSE
AR00371,U0030,Microsoft 365,standard,Admissions,2026-05-24,2026-05-25,2026-05-26,U0122,approved,TRUE,FALSE,FALSE
AR00372,U0403,Salesforce,standard,Finance,2026-05-02,2026-05-07,2026-05-09,U0292,approved,FALSE,FALSE,FALSE
AR00373,U0316,ServiceNow,standard,Data Analytics,2026-02-11,2026-02-11,2026-02-11,U0465,approved,TRUE,FALSE,FALSE
AR00374,U0328,Microsoft 365,standard,Student Affairs,2026-04-30,2026-05-02,2026-05-05,U0368,approved,TRUE,FALSE,FALSE
AR00375,U0106,Tableau,standard,Admissions,2026-01-02,2026-01-06,2026-01-08,U0011,approved,TRUE,FALSE,FALSE
AR00376,U0324,Oracle Financials,standard,Finance,2026-01-08,2026-01-10,2026-01-12,U0131,approved,TRUE,FALSE,FALSE
AR00377,U0126,VPN,standard,Data Analytics,2026-02-15,2026-02-20,2026-02-20,U0007,approved,FALSE,FALSE,FALSE
AR00378,U0174,Microsoft 365,standard,Research Administration,2026-03-03,2026-03-07,2026-03-10,U0104,approved,TRUE,FALSE,FALSE
AR00379,U0450,Salesforce,standard,Graduate Programs,2026-02-03,2026-02-08,2026-02-11,U0191,approved,TRUE,FALSE,FALSE
AR00380,U0326,Microsoft 365,admin,Finance,2026-06-07,2026-06-08,2026-06-08,U0150,approved,TRUE,FALSE,FALSE
AR00381,U0144,VPN,elevated,Student Affairs,2026-05-30,,,,pending,TRUE,FALSE,FALSE
AR00382,U0340,Salesforce,standard,Admissions,2026-04-10,2026-04-12,2026-04-15,U0264,approved,TRUE,FALSE,FALSE
AR00383,U0365,Oracle Financials,standard,Student Affairs,2026-05-04,2026-05-08,2026-05-05,U0144,approved,TRUE,TRUE,FALSE
AR00384,U0107,Microsoft 365,elevated,Information Technology,2026-04-26,,,,pending,TRUE,FALSE,FALSE
AR00385,U0293,VPN,admin,Procurement,2026-04-06,2026-04-06,2026-04-08,U0373,approved,TRUE,FALSE,FALSE
AR00386,U0022,AWS Console,standard,Graduate Programs,2026-03-28,2026-03-30,2026-04-01,U0206,approved,TRUE,FALSE,FALSE
AR00387,U0140,Tableau,standard,Research Administration,2026-04-24,2026-04-24,2026-04-24,U0181,approved,TRUE,FALSE,FALSE
AR00388,U0403,ServiceNow,admin,Finance,2026-01-26,2026-01-27,2026-01-29,U0277,approved,TRUE,FALSE,FALSE
AR00389,U0382,ServiceNow,standard,Research Administration,2026-06-04,,,,denied,FALSE,FALSE,FALSE
AR00390,U0379,ServiceNow,standard,Procurement,2026-03-18,2026-03-21,2026-03-21,U0198,approved,TRUE,FALSE,FALSE
AR00391,U0242,VPN,elevated,Data Analytics,2026-02-28,2026-03-01,2026-03-04,U0249,approved,TRUE,FALSE,FALSE
AR00392,U0237,Oracle Financials,elevated,Research Administration,2026-03-22,2026-03-27,2026-03-30,U0474,approved,TRUE,FALSE,FALSE
AR00393,U0286,Workday,standard,Research Administration,2026-05-28,,,,pending,TRUE,FALSE,FALSE
AR00394,U0256,Oracle Financials,standard,Research Administration,2026-04-18,2026-04-23,2026-04-25,U0375,approved,TRUE,FALSE,FALSE
AR00395,U0291,Workday,admin,Human Resources,2026-02-09,,,,denied,FALSE,FALSE,FALSE
AR00396,U0468,Tableau,admin,Admissions,2026-02-22,,,,denied,TRUE,FALSE,FALSE
AR00397,U0169,AWS Console,standard,Information Technology,2026-03-19,2026-03-20,2026-03-17,U0280,approved,TRUE,TRUE,FALSE
AR00398,U0309,AWS Console,standard,Operations,2026-02-20,2026-02-21,2026-02-21,U0146,approved,FALSE,FALSE,FALSE
AR00399,U0233,Workday,standard,Finance,2026-01-03,2026-01-06,2026-01-06,U0203,approved,TRUE,FALSE,FALSE
AR00400,U0067,Tableau,standard,Finance,2026-01-18,2026-01-19,2026-01-21,U0126,approved,FALSE,FALSE,FALSE
AR00401,U0364,AWS Console,standard,Finance,2026-05-28,,,,pending,TRUE,FALSE,FALSE
AR00402,U0351,AWS Console,standard,Human Resources,2026-01-02,,,,denied,TRUE,FALSE,FALSE
AR00403,U0310,Microsoft 365,standard,Human Resources,2026-05-26,,,,pending,TRUE,FALSE,FALSE
AR00404,U0378,Salesforce,standard,Information Technology,2026-04-27,2026-04-29,2026-04-30,U0387,approved,TRUE,FALSE,FALSE
AR00405,U0092,Tableau,standard,Graduate Programs,2026-02-16,2026-02-16,2026-02-17,U0349,approved,TRUE,FALSE,FALSE
AR00406,U0141,ServiceNow,standard,Procurement,2026-01-18,2026-01-21,2026-01-21,U0130,approved,TRUE,FALSE,FALSE
AR00407,U0189,Salesforce,elevated,Procurement,2026-05-10,2026-05-11,2026-05-11,U0229,approved,TRUE,FALSE,FALSE
AR00408,U0038,AWS Console,standard,Finance,2026-04-13,2026-04-15,2026-04-16,U0005,approved,TRUE,FALSE,FALSE
AR00409,U0168,AWS Console,standard,Procurement,2026-01-18,2026-01-21,2026-01-23,U0352,approved,TRUE,FALSE,FALSE
AR00410,U0431,VPN,standard,Human Resources,2026-01-05,2026-01-09,2026-01-10,U0077,approved,TRUE,FALSE,FALSE
AR00411,U0040,Workday,standard,Admissions,2026-02-09,2026-02-09,2026-02-10,U0351,approved,TRUE,FALSE,FALSE
AR00412,U0227,Workday,elevated,Finance,2026-05-14,2026-05-14,2026-05-16,U0458,approved,TRUE,FALSE,FALSE
AR00413,U0307,Workday,standard,Admissions,2026-04-07,2026-04-08,2026-04-08,U0187,approved,FALSE,FALSE,FALSE
AR00414,U0216,Workday,admin,Research Administration,2026-03-28,2026-03-29,2026-03-29,U0042,approved,TRUE,FALSE,FALSE
AR00415,U0426,VPN,elevated,Graduate Programs,2026-01-12,2026-01-14,2026-01-15,U0169,approved,TRUE,FALSE,FALSE
AR00416,U0479,Tableau,admin,Human Resources,2026-01-31,2026-02-01,2026-01-29,U0169,approved,TRUE,TRUE,FALSE
AR00417,U0200,Microsoft 365,standard,Data Analytics,2026-01-17,2026-01-19,2026-01-18,U0312,approved,TRUE,TRUE,FALSE
AR00418,U0211,ServiceNow,elevated,Graduate Programs,2026-05-08,,,,denied,TRUE,FALSE,FALSE
AR00419,U0436,VPN,standard,Information Technology,2026-01-25,2026-01-28,2026-01-29,U0349,approved,FALSE,FALSE,FALSE
AR00420,U0326,Oracle Financials,admin,Finance,2026-05-04,2026-05-08,2026-05-09,U0466,approved,TRUE,FALSE,FALSE
AR00421,U0361,Workday,standard,Graduate Programs,2026-06-07,2026-06-12,2026-06-11,U0134,approved,TRUE,TRUE,FALSE
AR00422,U0318,Salesforce,standard,Data Analytics,2026-04-06,2026-04-07,2026-04-08,U0191,approved,TRUE,FALSE,FALSE
AR00423,U0473,AWS Console,elevated,Research Administration,2026-03-26,2026-03-26,2026-03-29,U0386,approved,TRUE,FALSE,FALSE
AR00424,U0013,Microsoft 365,elevated,Data Analytics,2026-03-26,2026-03-31,2026-04-01,U0038,approved,TRUE,FALSE,FALSE
AR00425,U0196,Oracle Financials,standard,Graduate Programs,2026-01-02,2026-01-03,2026-01-02,U0479,approved,TRUE,TRUE,FALSE
AR00426,U0481,Microsoft 365,standard,Graduate Programs,2026-02-14,2026-02-15,2026-02-15,U0473,approved,TRUE,FALSE,FALSE
