event_id,user_id,event_date,event_type,failed_login_count,mfa_exception_flag,resolved_flag
MFA00419,U0307,2026-02-11,reset,0,FALSE,FALSE
MFA00420,U0372,2026-04-16,failed_login,3,FALSE,TRUE
MFA00421,U0285,2026-05-06,bypass_request,5,FALSE,TRUE
MFA00422,U0083,2026-06-04,failed_login,1,FALSE,TRUE
MFA00423,U0223,2026-05-17,failed_login,2,FALSE,FALSE
MFA00424,U0255,2026-02-03,reset,2,FALSE,TRUE
MFA00425,U0088,2026-04-13,reset,0,FALSE,TRUE
MFA00426,U0078,2026-02-12,reset,0,FALSE,TRUE
MFA00427,U0102,2026-04-19,reset,0,FALSE,TRUE
MFA00428,U0068,2026-05-20,failed_login,3,FALSE,TRUE
MFA00429,U0009,2026-05-20,failed_login,2,FALSE,TRUE
MFA00430,U0049,2026-03-24,device_change,0,FALSE,TRUE
MFA00431,U0023,2026-01-25,device_change,0,FALSE,TRUE
MFA00432,U0255,2026-03-06,reset,1,FALSE,TRUE
MFA00433,U0475,2026-04-29,reset,1,FALSE,TRUE
MFA00434,U0469,2026-01-04,reset,1,FALSE,TRUE
MFA00435,U0458,2026-05-18,device_change,1,FALSE,TRUE
MFA00436,U0156,2026-04-18,device_change,0,FALSE,TRUE
MFA00437,U0252,2026-06-05,bypass_request,0,FALSE,TRUE
MFA00438,U0371,2026-01-30,failed_login,5,FALSE,TRUE
MFA00439,U0164,2026-03-28,failed_login,1,FALSE,TRUE
MFA00440,U0012,2026-05-31,failed_login,3,FALSE,TRUE
MFA00441,U0475,2026-04-27,device_change,0,FALSE,TRUE
MFA00442,U0255,2026-04-14,reset,0,FALSE,TRUE
MFA00443,U0008,2026-01-01,failed_login,2,FALSE,TRUE
MFA00444,U0088,2026-06-11,reset,0,FALSE,TRUE
MFA00445,U0102,2026-04-04,failed_login,1,FALSE,TRUE
MFA00446,U0480,2026-03-09,reset,0,FALSE,TRUE
MFA00447,U0282,2026-02-14,bypass_request,0,FALSE,TRUE
MFA00448,U0234,2026-01-11,bypass_request,2,FALSE,TRUE
MFA00449,U0438,2026-03-15,failed_login,5,FALSE,TRUE
MFA00450,U0065,2026-01-10,device_change,1,FALSE,TRUE
MFA00451,U0355,2026-05-19,bypass_request,0,FALSE,TRUE
MFA00452,U0497,2026-02-03,reset,0,FALSE,TRUE
MFA00453,U0313,2026-06-11,failed_login,1,TRUE,TRUE
MFA00454,U0260,2026-01-10,failed_login,3,FALSE,TRUE
MFA00455,U0222,2026-04-25,failed_login,2,FALSE,TRUE
MFA00456,U0337,2026-06-07,reset,0,FALSE,TRUE
MFA00457,U0438,2026-06-10,reset,0,FALSE,TRUE
MFA00458,U0253,2026-02-08,failed_login,8,FALSE,TRUE
MFA00459,U0255,2026-02-09,bypass_request,5,TRUE,TRUE
MFA00460,U0098,2026-06-14,reset,0,FALSE,TRUE
MFA00461,U0350,2026-03-02,failed_login,2,FALSE,TRUE
MFA00462,U0340,2026-04-03,device_change,1,FALSE,TRUE
MFA00463,U0234,2026-01-08,failed_login,3,FALSE,TRUE
MFA00464,U0091,2026-03-29,bypass_request,8,TRUE,TRUE
MFA00465,U0236,2026-02-20,failed_login,1,FALSE,TRUE
MFA00466,U0096,2026-06-12,failed_login,12,FALSE,TRUE
MFA00467,U0434,2026-04-11,reset,1,FALSE,TRUE
MFA00468,U0280,2026-05-27,device_change,2,FALSE,TRUE
MFA00469,U0485,2026-03-25,failed_login,1,FALSE,TRUE
MFA00470,U0478,2026-03-29,failed_login,2,FALSE,FALSE
MFA00471,U0490,2026-02-26,reset,0,FALSE,TRUE
MFA00472,U0053,2026-05-10,reset,0,FALSE,TRUE
MFA00473,U0014,2026-05-06,device_change,0,FALSE,FALSE
MFA00474,U0287,2026-06-06,reset,0,FALSE,TRUE
MFA00475,U0423,2026-01-02,reset,0,FALSE,TRUE
MFA00476,U0263,2026-01-20,device_change,2,FALSE,TRUE
MFA00477,U0248,2026-02-20,reset,0,FALSE,TRUE
MFA00478,U0138,2026-01-23,bypass_request,5,TRUE,TRUE
MFA00479,U0233,2026-03-25,reset,0,FALSE,TRUE
MFA00480,U0438,2026-04-18,device_change,0,FALSE,TRUE
MFA00481,U0122,2026-04-25,bypass_request,8,TRUE,FALSE
MFA00482,U0434,2026-06-14,reset,1,FALSE,TRUE
MFA00483,U0045,2026-04-01,reset,0,FALSE,TRUE
MFA00484,U0063,2026-05-15,failed_login,2,FALSE,TRUE
MFA00485,U0068,2026-01-02,bypass_request,0,TRUE,FALSE
MFA00486,U0439,2026-04-13,bypass_request,0,TRUE,TRUE
MFA00487,U0415,2026-04-17,bypass_request,0,TRUE,FALSE
MFA00488,U0406,2026-05-18,bypass_request,0,TRUE,TRUE
MFA00489,U0173,2026-03-13,failed_login,3,FALSE,TRUE
MFA00490,U0494,2026-03-23,failed_login,5,FALSE,TRUE
MFA00491,U0258,2026-06-07,reset,2,FALSE,FALSE
MFA00492,U0220,2026-01-07,device_change,0,FALSE,TRUE
MFA00493,U0022,2026-03-20,reset,0,FALSE,TRUE
MFA00494,U0119,2026-03-02,reset,0,FALSE,TRUE
MFA00495,U0424,2026-03-25,reset,1,FALSE,TRUE
MFA00496,U0139,2026-05-14,failed_login,1,FALSE,TRUE
MFA00497,U0094,2026-03-14,failed_login,2,FALSE,TRUE
MFA00498,U0301,2026-05-06,failed_login,1,FALSE,FALSE
MFA00499,U0480,2026-04-25,reset,1,FALSE,TRUE
MFA00500,U0150,2026-02-08,failed_login,5,FALSE,TRUE
MFA00501,U0379,2026-04-05,bypass_request,0,FALSE,TRUE
MFA00502,U0371,2026-05-20,reset,1,FALSE,TRUE
MFA00503,U0371,2026-02-21,reset,0,FALSE,TRUE
MFA00504,U0321,2026-01-24,reset,0,FALSE,TRUE
MFA00505,U0267,2026-03-09,reset,0,FALSE,TRUE
MFA00506,U0177,2026-02-12,reset,1,FALSE,TRUE
MFA00507,U0341,2026-02-16,failed_login,8,FALSE,TRUE
MFA00508,U0186,2026-03-10,failed_login,2,FALSE,TRUE
MFA00509,U0483,2026-02-06,reset,0,FALSE,TRUE
MFA00510,U0343,2026-04-08,bypass_request,8,FALSE,TRUE
MFA00511,U0282,2026-04-23,device_change,2,FALSE,TRUE
MFA00512,U0255,2026-02-20,failed_login,2,FALSE,TRUE
MFA00513,U0490,2026-02-17,failed_login,12,FALSE,TRUE
MFA00514,U0089,2026-05-26,reset,2,FALSE,TRUE
MFA00515,U0088,2026-04-20,device_change,1,FALSE,TRUE
MFA00516,U0328,2026-05-22,reset,0,FALSE,TRUE
MFA00517,U0282,2026-03-04,failed_login,5,FALSE,TRUE
MFA00518,U0164,2026-03-20,failed_login,2,FALSE,TRUE
MFA00519,U0238,2026-05-07,bypass_request,0,FALSE,TRUE
MFA00520,U0293,2026-03-06,reset,0,FALSE,FALSE
MFA00521,U0367,2026-02-16,bypass_request,8,FALSE,TRUE
MFA00522,U0002,2026-02-14,reset,0,FALSE,TRUE
MFA00523,U0342,2026-04-30,device_change,1,FALSE,TRUE
MFA00524,U0110,2026-03-25,failed_login,1,FALSE,FALSE
MFA00525,U0067,2026-01-26,reset,0,FALSE,TRUE
MFA00526,U0372,2026-05-21,device_change,0,FALSE,TRUE
MFA00527,U0250,2026-06-05,failed_login,5,FALSE,TRUE
MFA00528,U0258,2026-05-26,failed_login,2,FALSE,TRUE
MFA00529,U0370,2026-04-06,bypass_request,5,TRUE,TRUE
MFA00530,U0474,2026-01-11,reset,0,FALSE,TRUE
MFA00531,U0473,2026-01-21,failed_login,5,FALSE,TRUE
MFA00532,U0057,2026-03-30,failed_login,5,FALSE,TRUE
MFA00533,U0098,2026-01-24,failed_login,1,TRUE,TRUE
MFA00534,U0374,2026-03-31,device_change,0,FALSE,TRUE
MFA00535,U0242,2026-05-11,failed_login,1,FALSE,TRUE
MFA00536,U0078,2026-05-01,failed_login,1,FALSE,TRUE
MFA00537,U0312,2026-02-07,device_change,0,FALSE,TRUE
MFA00538,U0060,2026-01-31,reset,1,FALSE,TRUE
MFA00539,U0210,2026-02-05,failed_login,1,FALSE,TRUE
MFA00540,U0046,2026-04-08,reset,0,FALSE,TRUE
MFA00541,U0095,2026-01-09,failed_login,2,FALSE,TRUE
MFA00542,U0474,2026-04-23,failed_login,8,FALSE,TRUE
MFA00543,U0374,2026-03-17,reset,0,FALSE,TRUE
MFA00544,U0275,2026-02-15,reset,0,FALSE,TRUE
MFA00545,U0398,2026-02-08,failed_login,5,FALSE,TRUE
MFA00546,U0077,2026-05-23,reset,0,FALSE,TRUE
MFA00547,U0139,2026-05-28,device_change,0,FALSE,FALSE
MFA00548,U0077,2026-01-05,failed_login,5,FALSE,TRUE
MFA00549,U0188,2026-03-31,device_change,1,FALSE,TRUE
MFA00550,U0098,2026-01-01,bypass_request,5,TRUE,TRUE
MFA00551,U0066,2026-05-30,bypass_request,2,TRUE,TRUE
MFA00552,U0061,2026-02-18,reset,0,FALSE,TRUE
MFA00553,U0188,2026-02-03,failed_login,1,FALSE,TRUE
MFA00554,U0455,2026-02-09,bypass_request,0,FALSE,TRUE
MFA00555,U0186,2026-05-03,failed_login,1,FALSE,TRUE
MFA00556,U0438,2026-04-24,failed_login,5,FALSE,FALSE
MFA00557,U0442,2026-04-16,failed_login,1,FALSE,TRUE
MFA00558,U0333,2026-01-28,device_change,0,FALSE,TRUE
MFA00559,U0424,2026-06-11,device_change,0,FALSE,TRUE
MFA00560,U0147,2026-01-16,reset,0,FALSE,TRUE
MFA00561,U0208,2026-05-25,device_change,2,FALSE,TRUE
MFA00562,U0158,2026-04-05,failed_login,2,FALSE,TRUE
MFA00563,U0191,2026-02-14,reset,2,FALSE,TRUE
MFA00564,U0071,2026-03-06,device_change,0,FALSE,TRUE
MFA00565,U0304,2026-05-12,bypass_request,0,TRUE,FALSE
MFA00566,U0212,2026-01-26,failed_login,2,FALSE,TRUE
MFA00567,U0251,2026-05-13,reset,0,FALSE,TRUE
MFA00568,U0098,2026-04-25,failed_login,1,FALSE,TRUE
MFA00569,U0139,2026-04-29,bypass_request,0,FALSE,TRUE
MFA00570,U0304,2026-02-28,failed_login,2,FALSE,FALSE
MFA00571,U0148,2026-05-16,failed_login,12,FALSE,TRUE
MFA00572,U0102,2026-02-20,reset,0,FALSE,TRUE
MFA00573,U0425,2026-04-01,device_change,0,FALSE,TRUE
MFA00574,U0255,2026-01-31,reset,0,FALSE,TRUE
MFA00575,U0412,2026-02-21,device_change,0,FALSE,TRUE
MFA00576,U0481,2026-03-07,failed_login,5,FALSE,TRUE
MFA00577,U0077,2026-05-30,reset,0,FALSE,TRUE
MFA00578,U0256,2026-01-09,failed_login,1,FALSE,TRUE
MFA00579,U0052,2026-03-26,reset,0,FALSE,TRUE
MFA00580,U0095,2026-05-31,reset,0,FALSE,TRUE
MFA00581,U0020,2026-03-09,reset,0,FALSE,TRUE
MFA00582,U0035,2026-05-25,device_change,1,FALSE,TRUE
MFA00583,U0139,2026-03-22,failed_login,1,FALSE,FALSE
MFA00584,U0311,2026-03-07,reset,0,FALSE,TRUE
MFA00585,U0153,2026-06-03,failed_login,5,FALSE,TRUE
MFA00586,U0311,2026-05-07,failed_login,3,FALSE,TRUE
MFA00587,U0490,2026-01-31,failed_login,5,FALSE,TRUE
MFA00588,U0150,2026-04-08,reset,2,FALSE,TRUE
MFA00589,U0488,2026-05-03,reset,0,FALSE,TRUE
MFA00590,U0391,2026-02-16,reset,0,FALSE,TRUE
MFA00591,U0303,2026-05-30,failed_login,3,FALSE,TRUE
MFA00592,U0414,2026-03-09,reset,0,FALSE,TRUE
MFA00593,U0339,2026-02-24,reset,0,FALSE,TRUE
MFA00594,U0277,2026-01-28,device_change,0,FALSE,TRUE
MFA00595,U0143,2026-06-11,failed_login,5,FALSE,TRUE
MFA00596,U0223,2026-05-20,device_change,2,FALSE,TRUE
MFA00597,U0143,2026-06-07,bypass_request,2,FALSE,TRUE
MFA00598,U0230,2026-01-29,device_change,0,FALSE,TRUE
MFA00599,U0371,2026-06-10,failed_login,3,FALSE,TRUE
MFA00600,U0016,2026-01-19,device_change,2,FALSE,TRUE
MFA00601,U0156,2026-02-11,failed_login,5,FALSE,TRUE
MFA00602,U0183,2026-03-01,failed_login,3,FALSE,TRUE
MFA00603,U0225,2026-05-19,device_change,0,FALSE,TRUE
MFA00604,U0024,2026-03-23,failed_login,2,FALSE,TRUE
MFA00605,U0432,2026-05-25,reset,0,FALSE,TRUE
MFA00606,U0282,2026-02-10,failed_login,3,FALSE,TRUE
MFA00607,U0139,2026-06-03,bypass_request,5,FALSE,TRUE
MFA00608,U0386,2026-05-03,failed_login,3,TRUE,TRUE
MFA00609,U0366,2026-01-23,reset,1,FALSE,TRUE
MFA00610,U0023,2026-05-22,failed_login,3,FALSE,TRUE
MFA00611,U0458,2026-05-22,device_change,0,FALSE,TRUE
MFA00612,U0055,2026-04-28,bypass_request,2,FALSE,TRUE
MFA00613,U0094,2026-01-12,reset,1,FALSE,TRUE
MFA00614,U0313,2026-05-20,failed_login,1,TRUE,TRUE
MFA00615,U0255,2026-02-08,failed_login,1,FALSE,TRUE
MFA00616,U0053,2026-02-10,failed_login,12,FALSE,TRUE
MFA00617,U0423,2026-03-12,failed_login,3,TRUE,TRUE
MFA00618,U0405,2026-03-10,bypass_request,2,FALSE,TRUE
MFA00619,U0451,2026-03-08,failed_login,2,FALSE,TRUE
MFA00620,U0270,2026-05-28,failed_login,1,FALSE,TRUE
MFA00621,U0046,2026-02-24,reset,2,FALSE,TRUE
MFA00622,U0372,2026-06-03,reset,0,FALSE,TRUE
MFA00623,U0105,2026-01-28,bypass_request,0,FALSE,TRUE
MFA00624,U0201,2026-03-07,reset,0,FALSE,TRUE
MFA00625,U0400,2026-01-06,device_change,2,FALSE,TRUE
MFA00626,U0385,2026-02-07,reset,0,FALSE,TRUE
MFA00627,U0333,2026-02-19,reset,0,FALSE,TRUE
MFA00628,U0214,2026-01-17,failed_login,2,FALSE,TRUE
MFA00629,U0477,2026-05-13,bypass_request,0,TRUE,TRUE
MFA00630,U0323,2026-05-19,reset,2,FALSE,TRUE
MFA00631,U0237,2026-02-07,device_change,0,FALSE,TRUE
MFA00632,U0265,2026-01-27,device_change,1,FALSE,TRUE
MFA00633,U0471,2026-04-07,failed_login,8,FALSE,TRUE
MFA00634,U0276,2026-03-05,failed_login,3,FALSE,TRUE
MFA00635,U0282,2026-05-10,failed_login,2,FALSE,TRUE
MFA00636,U0047,2026-05-31,reset,0,FALSE,TRUE
MFA00637,U0057,2026-02-04,reset,1,FALSE,TRUE
MFA00638,U0143,2026-04-03,bypass_request,0,FALSE,TRUE
MFA00639,U0095,2026-01-21,reset,0,FALSE,TRUE
MFA00640,U0438,2026-05-23,failed_login,5,FALSE,TRUE
MFA00641,U0211,2026-06-15,device_change,0,FALSE,TRUE
MFA00642,U0191,2026-04-08,failed_login,2,FALSE,TRUE
MFA00643,U0334,2026-02-04,failed_login,2,FALSE,FALSE
MFA00644,U0025,2026-04-07,reset,2,FALSE,TRUE
MFA00645,U0463,2026-05-23,bypass_request,2,TRUE,TRUE
MFA00646,U0224,2026-01-04,reset,1,FALSE,TRUE
MFA00647,U0251,2026-03-29,bypass_request,2,TRUE,TRUE
MFA00648,U0394,2026-02-26,reset,0,FALSE,TRUE
MFA00649,U0125,2026-04-05,device_change,0,FALSE,TRUE
MFA00650,U0067,2026-02-17,device_change,1,FALSE,TRUE
MFA00651,U0056,2026-03-27,failed_login,3,FALSE,TRUE
MFA00652,U0005,2026-04-19,failed_login,1,TRUE,TRUE
MFA00653,U0494,2026-04-26,bypass_request,0,FALSE,TRUE
MFA00654,U0206,2026-03-22,reset,0,FALSE,TRUE
MFA00655,U0049,2026-01-26,reset,0,FALSE,TRUE
MFA00656,U0418,2026-05-17,device_change,1,FALSE,FALSE
MFA00657,U0222,2026-01-04,device_change,0,FALSE,TRUE
MFA00658,U0247,2026-05-24,bypass_request,0,FALSE,TRUE
MFA00659,U0483,2026-01-04,failed_login,8,FALSE,TRUE
MFA00660,U0117,2026-03-09,failed_login,8,FALSE,TRUE
MFA00661,U0076,2026-02-12,bypass_request,0,FALSE,TRUE
MFA00662,U0246,2026-04-21,reset,0,FALSE,TRUE
MFA00663,U0386,2026-04-29,failed_login,3,FALSE,TRUE
MFA00664,U0136,2026-02-14,device_change,0,FALSE,TRUE
MFA00665,U0385,2026-03-25,reset,1,FALSE,TRUE
MFA00666,U0487,2026-01-09,reset,0,FALSE,TRUE
MFA00667,U0189,2026-04-30,reset,0,FALSE,TRUE
MFA00668,U0222,2026-02-05,reset,2,FALSE,TRUE
MFA00669,U0230,2026-05-18,reset,0,FALSE,TRUE
MFA00670,U0350,2026-01-22,device_change,0,FALSE,TRUE
MFA00671,U0106,2026-03-17,reset,0,FALSE,TRUE
MFA00672,U0049,2026-05-23,reset,0,FALSE,TRUE
MFA00673,U0460,2026-01-04,failed_login,3,FALSE,TRUE
MFA00674,U0311,2026-03-05,bypass_request,5,TRUE,TRUE
MFA00675,U0102,2026-02-28,failed_login,2,FALSE,TRUE
MFA00676,U0137,2026-02-28,failed_login,2,FALSE,TRUE
MFA00677,U0019,2026-06-12,device_change,1,FALSE,TRUE
MFA00678,U0203,2026-05-10,failed_login,2,FALSE,TRUE
MFA00679,U0089,2026-03-07,reset,2,FALSE,FALSE
MFA00680,U0219,2026-05-17,reset,0,FALSE,TRUE
MFA00681,U0034,2026-06-08,failed_login,1,FALSE,TRUE
MFA00682,U0008,2026-03-24,failed_login,1,FALSE,TRUE
MFA00683,U0255,2026-05-12,device_change,0,FALSE,TRUE
MFA00684,U0412,2026-05-29,failed_login,2,FALSE,TRUE
MFA00685,U0080,2026-06-03,device_change,0,FALSE,FALSE
MFA00686,U0297,2026-05-03,bypass_request,0,FALSE,TRUE
MFA00687,U0120,2026-01-23,reset,1,FALSE,FALSE
MFA00688,U0494,2026-03-06,failed_login,1,FALSE,TRUE
MFA00689,U0425,2026-06-01,failed_login,2,FALSE,TRUE
MFA00690,U0311,2026-01-29,reset,2,FALSE,TRUE
MFA00691,U0201,2026-02-10,device_change,2,FALSE,TRUE
MFA00692,U0265,2026-01-13,device_change,1,FALSE,TRUE
MFA00693,U0112,2026-01-30,reset,0,FALSE,TRUE
MFA00694,U0009,2026-05-14,reset,0,FALSE,TRUE
MFA00695,U0223,2026-06-11,reset,0,FALSE,TRUE
MFA00696,U0347,2026-04-09,failed_login,1,FALSE,TRUE
MFA00697,U0097,2026-01-24,failed_login,2,FALSE,TRUE
MFA00698,U0425,2026-03-23,reset,0,FALSE,TRUE
MFA00699,U0156,2026-05-04,bypass_request,0,FALSE,TRUE
MFA00700,U0071,2026-03-21,reset,0,FALSE,FALSE
MFA00701,U0347,2026-01-09,bypass_request,0,FALSE,FALSE
MFA00702,U0385,2026-02-16,failed_login,1,FALSE,TRUE
MFA00703,U0169,2026-05-31,device_change,0,FALSE,TRUE
MFA00704,U0463,2026-04-22,failed_login,2,FALSE,TRUE
MFA00705,U0138,2026-01-04,reset,2,FALSE,TRUE
MFA00706,U0445,2026-01-24,reset,1,FALSE,TRUE
MFA00707,U0145,2026-04-25,reset,0,FALSE,TRUE
MFA00708,U0473,2026-03-10,device_change,1,FALSE,TRUE
MFA00709,U0008,2026-05-24,failed_login,5,FALSE,TRUE
MFA00710,U0151,2026-04-07,failed_login,3,FALSE,TRUE
MFA00711,U0082,2026-04-28,failed_login,5,FALSE,TRUE
MFA00712,U0286,2026-06-12,failed_login,3,FALSE,TRUE
MFA00713,U0339,2026-06-07,failed_login,1,FALSE,TRUE
MFA00714,U0220,2026-04-27,reset,1,FALSE,TRUE
MFA00715,U0012,2026-03-02,failed_login,1,FALSE,FALSE
MFA00716,U0222,2026-04-02,bypass_request,2,FALSE,TRUE
MFA00717,U0447,2026-01-04,reset,0,FALSE,TRUE
MFA00718,U0390,2026-05-27,device_change,0,FALSE,TRUE
MFA00719,U0255,2026-05-11,failed_login,2,FALSE,FALSE
MFA00720,U0234,2026-01-24,reset,0,FALSE,TRUE
MFA00721,U0309,2026-01-20,reset,0,FALSE,TRUE
MFA00722,U0283,2026-01-24,reset,0,FALSE,TRUE
MFA00723,U0091,2026-06-04,reset,2,FALSE,TRUE
MFA00724,U0231,2026-03-09,reset,1,FALSE,TRUE
MFA00725,U0054,2026-03-30,device_change,0,FALSE,TRUE
MFA00726,U0024,2026-05-10,reset,0,FALSE,TRUE
MFA00727,U0256,2026-05-08,device_change,1,FALSE,TRUE
MFA00728,U0098,2026-06-11,reset,0,FALSE,TRUE
MFA00729,U0487,2026-02-13,reset,0,FALSE,TRUE
MFA00730,U0241,2026-05-09,device_change,0,FALSE,TRUE
MFA00731,U0370,2026-03-13,device_change,0,FALSE,TRUE
MFA00732,U0485,2026-05-13,device_change,0,FALSE,TRUE
MFA00733,U0124,2026-04-18,reset,0,FALSE,FALSE
MFA00734,U0477,2026-04-06,bypass_request,0,TRUE,FALSE
MFA00735,U0329,2026-01-16,failed_login,1,FALSE,TRUE
MFA00736,U0313,2026-04-29,reset,1,TRUE,FALSE
MFA00737,U0049,2026-01-12,failed_login,5,FALSE,TRUE
MFA00738,U0407,2026-05-26,failed_login,1,FALSE,TRUE
MFA00739,U0415,2026-03-22,failed_login,3,TRUE,TRUE
MFA00740,U0425,2026-01-23,device_change,1,FALSE,TRUE
MFA00741,U0365,2026-03-17,reset,0,FALSE,TRUE
MFA00742,U0268,2026-06-01,failed_login,3,FALSE,TRUE
MFA00743,U0177,2026-03-07,reset,0,FALSE,TRUE
MFA00744,U0371,2026-06-09,bypass_request,5,FALSE,TRUE
MFA00745,U0413,2026-05-18,reset,0,FALSE,TRUE
MFA00746,U0037,2026-03-27,reset,0,FALSE,TRUE
MFA00747,U0313,2026-02-16,failed_login,1,FALSE,TRUE
MFA00748,U0405,2026-04-23,bypass_request,0,FALSE,TRUE
MFA00749,U0471,2026-05-16,reset,0,FALSE,TRUE
MFA00750,U0223,2026-04-20,reset,0,FALSE,TRUE
MFA00751,U0117,2026-03-18,device_change,2,FALSE,TRUE
MFA00752,U0496,2026-02-28,reset,0,FALSE,FALSE
MFA00753,U0497,2026-04-14,device_change,2,FALSE,TRUE
MFA00754,U0028,2026-04-24,failed_login,8,FALSE,TRUE
MFA00755,U0230,2026-04-01,failed_login,1,FALSE,FALSE
MFA00756,U0490,2026-01-03,reset,0,FALSE,TRUE
MFA00757,U0393,2026-01-11,reset,0,FALSE,TRUE
MFA00758,U0342,2026-01-27,device_change,1,FALSE,TRUE
MFA00759,U0095,2026-05-10,failed_login,8,FALSE,TRUE
MFA00760,U0010,2026-03-17,reset,1,FALSE,TRUE
MFA00761,U0352,2026-02-13,bypass_request,2,TRUE,TRUE
MFA00762,U0162,2026-03-10,device_change,0,FALSE,TRUE
MFA00763,U0078,2026-02-04,device_change,0,FALSE,TRUE
MFA00764,U0461,2026-01-16,failed_login,1,FALSE,TRUE
MFA00765,U0359,2026-01-21,device_change,0,FALSE,TRUE
MFA00766,U0477,2026-03-30,reset,2,FALSE,TRUE
MFA00767,U0133,2026-06-08,failed_login,2,FALSE,TRUE
MFA00768,U0371,2026-04-24,failed_login,5,FALSE,TRUE
MFA00769,U0282,2026-04-01,reset,1,FALSE,TRUE
MFA00770,U0015,2026-01-17,device_change,0,FALSE,FALSE
MFA00771,U0347,2026-03-19,failed_login,5,FALSE,TRUE
MFA00772,U0297,2026-03-13,reset,0,FALSE,TRUE
MFA00773,U0220,2026-06-06,reset,0,FALSE,TRUE
MFA00774,U0425,2026-06-07,reset,2,FALSE,FALSE
MFA00775,U0173,2026-06-07,device_change,1,FALSE,FALSE
MFA00776,U0390,2026-04-06,bypass_request,5,TRUE,TRUE
MFA00777,U0018,2026-05-05,reset,0,FALSE,TRUE
MFA00778,U0204,2026-05-21,failed_login,1,FALSE,TRUE
MFA00779,U0245,2026-03-03,reset,2,FALSE,TRUE
MFA00780,U0065,2026-02-25,bypass_request,5,FALSE,TRUE
MFA00781,U0494,2026-02-27,device_change,0,FALSE,TRUE
MFA00782,U0389,2026-02-10,device_change,0,TRUE,TRUE
MFA00783,U0006,2026-02-24,reset,2,FALSE,TRUE
MFA00784,U0102,2026-01-28,reset,0,FALSE,TRUE
MFA00785,U0322,2026-05-27,reset,1,FALSE,TRUE
MFA00786,U0158,2026-01-25,reset,0,FALSE,TRUE
MFA00787,U0304,2026-04-18,failed_login,5,FALSE,TRUE
MFA00788,U0282,2026-05-19,bypass_request,2,TRUE,TRUE
MFA00789,U0222,2026-01-23,device_change,0,FALSE,TRUE
MFA00790,U0316,2026-03-14,device_change,1,FALSE,TRUE
MFA00791,U0467,2026-05-25,failed_login,3,FALSE,FALSE
MFA00792,U0439,2026-02-17,failed_login,1,FALSE,TRUE
MFA00793,U0217,2026-04-12,reset,0,FALSE,FALSE
MFA00794,U0143,2026-02-15,device_change,1,FALSE,TRUE
MFA00795,U0173,2026-02-17,failed_login,1,FALSE,TRUE
MFA00796,U0013,2026-02-02,failed_login,1,FALSE,TRUE
MFA00797,U0173,2026-02-27,device_change,1,FALSE,TRUE
MFA00798,U0012,2026-02-13,bypass_request,0,FALSE,TRUE
MFA00799,U0173,2026-05-15,device_change,1,FALSE,TRUE
MFA00800,U0371,2026-04-04,reset,0,FALSE,TRUE
MFA00801,U0258,2026-05-18,failed_login,2,FALSE,TRUE
MFA00802,U0490,2026-05-26,device_change,1,FALSE,TRUE
MFA00803,U0361,2026-04-08,failed_login,3,FALSE,TRUE
MFA00804,U0250,2026-03-02,reset,0,FALSE,TRUE
MFA00805,U0440,2026-05-21,reset,2,FALSE,TRUE
MFA00806,U0223,2026-02-14,failed_login,5,FALSE,TRUE
MFA00807,U0160,2026-01-25,device_change,2,FALSE,TRUE
MFA00808,U0245,2026-01-14,reset,0,FALSE,TRUE
MFA00809,U0066,2026-02-28,failed_login,1,FALSE,FALSE
MFA00810,U0485,2026-05-05,reset,2,FALSE,TRUE
MFA00811,U0474,2026-05-15,bypass_request,5,TRUE,FALSE
MFA00812,U0296,2026-02-20,failed_login,5,FALSE,TRUE
MFA00813,U0377,2026-01-10,reset,0,FALSE,FALSE
MFA00814,U0366,2026-02-26,failed_login,8,FALSE,TRUE
MFA00815,U0184,2026-02-02,device_change,0,FALSE,TRUE
MFA00816,U0100,2026-02-03,reset,0,FALSE,TRUE
MFA00817,U0209,2026-02-20,reset,0,FALSE,FALSE
MFA00818,U0117,2026-03-01,bypass_request,8,TRUE,TRUE
MFA00819,U0300,2026-05-18,reset,0,FALSE,TRUE
MFA00820,U0334,2026-06-03,reset,0,FALSE,TRUE
MFA00821,U0381,2026-03-18,reset,0,FALSE,TRUE
MFA00822,U0082,2026-05-16,failed_login,1,FALSE,FALSE
MFA00823,U0201,2026-05-19,device_change,1,FALSE,TRUE
MFA00824,U0084,2026-01-21,reset,1,FALSE,TRUE
MFA00825,U0082,2026-01-15,reset,0,FALSE,TRUE
MFA00826,U0431,2026-04-11,failed_login,2,FALSE,TRUE
MFA00827,U0197,2026-04-11,reset,2,FALSE,TRUE
MFA00828,U0202,2026-01-16,failed_login,2,FALSE,TRUE
MFA00829,U0131,2026-01-10,reset,0,FALSE,TRUE
MFA00830,U0351,2026-02-18,reset,1,FALSE,TRUE
MFA00831,U0155,2026-04-07,failed_login,1,FALSE,TRUE
MFA00832,U0198,2026-01-31,reset,0,FALSE,TRUE
MFA00833,U0341,2026-03-29,reset,2,FALSE,TRUE
MFA00834,U0052,2026-05-12,failed_login,3,FALSE,FALSE
MFA00835,U0253,2026-06-02,device_change,2,FALSE,TRUE
MFA00836,U0477,2026-06-13,failed_login,1,FALSE,TRUE
MFA00837,U0044,2026-05-27,failed_login,3,FALSE,TRUE
MFA00838,U0139,2026-02-04,device_change,1,FALSE,FALSE
